Publication Type;Authors;Book Authors;Book Editors;Book Group Authors;Author Full Names;Book Author Full Names;Group Authors;Article Title;Source Title;Book Series Title;Book Series Subtitle;Language;Document Type;Conference Title;Conference Date;Conference Location;Conference Sponsor;Conference Host;Author Keywords;Keywords Plus;Abstract;Addresses;Reprint Addresses;Email Addresses;Researcher Ids;ORCIDs;Funding Orgs;Funding Text;Cited References;Cited Reference Count;Times Cited, WoS Core;Times Cited, All Databases;180 Day Usage Count;Since 2013 Usage Count;Publisher;Publisher City;Publisher Address;ISSN;eISSN;ISBN;Journal Abbreviation;Journal ISO Abbreviation;Publication Date;Publication Year;Volume;Issue;Part Number;Supplement;Special Issue;Meeting Abstract;Start Page;End Page;Article Number;DOI;Book DOI;Early Access Date;Number of Pages;WoS Categories;Research Areas;IDS Number;UT (Unique WOS ID);Pubmed Id;Open Access Designations;Highly Cited Status;Hot Paper Status;Date of Export;
J;Zhang, WR- Zhang, XG- Xu, YG- Xu, YF- Qiao, JX- Shi, TT- Huang, ZH- Liu, YG- Fang, MH- Min, X- Wu, XW;;;;Zhang, Wuri- Zhang, Xiaoguang- Xu, Youguo- Xu, Yunfei- Qiao, Jiaxin- Shi, Tengteng- Huang, Zhaohui- Liu, Yan'gai- Fang, Minghao- Min, Xin- Wu, Xiaowen;;;Flexible polyethylene glycol/polyvinylpyrrolidone composite phase change fibres: Preparation, characterization, and thermal conductivity enhancement;POLYMER;;;;;;;;;;;;Currently, electrospinning technology is the most used spinning technology. However, electrospinning exhibits low production rate and safety hazards, which has led to the development of the novel centrifugal spinning technology to extrude phase change fibres from composite solutions. The flexible composite phase change fibres based on Polyethylene glycol (PEG) and Polyvinylpyrrolidone (PVP) were prepared by centrifugal spinning. Moreover, carbon nanotubes acted as thermally conductive fillers to enhance the thermal conductivity of flexible composite phase change fibres. The microstructures of the fibres were observed with a scanning electron microscope (SEM). Differential scanning calorimetry (DSC) and thermogravimetric analysis (TGA) were used to determine the thermal properties of the fibres. The results showed that the concentrations of PEG and PVP had different influences on the diameter and smoothness of fibres, and the energy storage effect increased with the increasing PEG content. In summary, flexible composite phase change fibres based on PEG and PVP have very good application prospects for thermal insulation.;;;;;;;;;;;;;;;;;0032-3861;1873-2291;;;;FEB 1;2021;214;;;;;;;;123258;10.1016/j.polymer.2020.123258;;;;;;;WOS:000609875400001;;;;;;
J;Wang, FX- Song, YJ- Liang, SH- Yu, YY- Liang, JS- Jiang, MJ;;;;Wang, Fengxia- Song, Yongjiao- Liang, Shuheng- Yu, Yuanyuan- Liang, Jinsong- Jiang, Mengjin;;;Polyamidoxime nanoparticles/polyvinyl alcohol composite chelating nanofibers prepared by centrifugal spinning for uranium extraction;REACTIVE & FUNCTIONAL POLYMERS;;;;;;;;;;;;In this work, polyacrylonitrile nanoparticles (PAN NPs)/polyvinyl alcohol (PVA) precursor nanofibers were prepared by the centrifugal spinning of the dope composed of PAN emulsion and PVA solution. Subsequently, the precursor nanofibers were modified by crosslinking and oximation to obtain PAO NPs/PVA nanofibers. The results of the scanning electron microscope, Fourier transform infrared spectroscopy, and X-ray diffraction indicates that a large number of PAO NPs are exposed on the surface of the PVA nanofibers when the content of PAN NPs exceeds 30 wt%. The PAO NPs/PVA nanofibers possess excellent adsorption kinetics and can adsorb 176.5 mg/g of uranium from uranium ion solution (12 mg/L) within 30 min, which is faster than most other chelating nanofibers. It also has a good selectivity to uranyl ions and good regeneration performance. Its dynamic adsorption process is consistent with the Langmuir model and pseudo-second-order kinetics.;;;;;;;;;;;;;;;;;1381-5148;1873-166X;;;;FEB;2021;159;;;;;;;;104812;10.1016/j.reactfunctpolym.2021.104812;;;;;;;WOS:000618758600002;;;;;;
J;Lopez, J- Gonzalez, R- Ayala, J- Cantu, J- Castillo, A- Parsons, J- Myers, J- Lodge, TP- Alcoutlabi, M;;;;Lopez, Jorge- Gonzalez, Ramiro- Ayala, Jonathan- Cantu, Jesus- Castillo, Alexandria- Parsons, Jason- Myers, Jason- Lodge, Timothy P.- Alcoutlabi, Mataz;;;Centrifugally spun TiO2/C composite fibers prepared from TiS2/PAN precursor fibers as binder-free anodes for LIBS;JOURNAL OF PHYSICS AND CHEMISTRY OF SOLIDS;;;;;;;;;;;;TiO2/carbon composite-fiber anodes for lithium ion batteries were prepared through the centrifugal spinning of TiS2/polyacrylonitrile (PAN) precursor fibers and subsequent thermal treatment. The TiS2/PAN precursor solutions were prepared by mixing TiS2 nanoparticles (a 2-D layered structure) with PAN in N, N-dimethylformamide (DMF). The thermal treatment of the TiS2 in the centrifugally spun PAN fibers resulted in TiO2/carbon composite fibers. The structure of TiO2 nanoparticles embedded in the carbon-fiber matrix synthesized from the TiS2 starting material may accommodate high amounts of Li ions. The TiO2/C structure may lead to increased specific capacity, improved stability, and enhanced electrochemical performance of the TiO2/C composite electrode after prolonged charge/discharge cycles. The TiO2/C composite-fiber anode delivered discharge and charge capacities at the first cycle of 683 mAbg(-1) and 356 mAhg(-1), respectively, with a reversible charge capacity of 290 mAhg(-1) after 100 cycles at a current density of 100 mAg(-1). The TiO2/C composite fibers showed an improvement in the rate performance at higher current densities compared to the graphite anode alone.;;;;;;;;;;;;;;;;;0022-3697;1879-2553;;;;FEB;2021;149;;;;;;;;109795;10.1016/j.jpcs.2020.109795;;;;;;;WOS:000596306700035;;;;;;
J;Norzain, NA- Lin, WC;;;;Norzain, Norul Ashikin- Lin, Wei Chih;;;Orientated and diameter-controlled fibrous scaffolds fabricated using the centrifugal electrospinning technique for stimulating the behaviours of fibroblast cells;JOURNAL OF INDUSTRIAL TEXTILES;;;;;;;;;;;;Centrifugal electrospinning (CES) was developed by integrating the electrospinning (ES) and centrifugal spinning (CS) concepts to produce oriented and diameter-controlled fibrous scaffolds which were then applied to stimulate the behaviour of fibroblast cells. During the fabrication process, polymer concentrations, rotational speeds, operating voltages, and needle sizes were key parameters to affect the diameters of produced fibres. The mathematical model indicated that the centrifugal force with the power of 2 was the main influence in fabricating thinner fibres, followed by electrostatic force with the power of 1. The developed CES technique could fabricate fibres scaffold ranging from 210 +/- 50 nm to 2814 +/- 96 nm by only applying low operating voltages and rotation speed which were 10 kV and up to 2000 rpm, respectively. Through optimum parameter, random and aligned nanofibrous were fabricated with the diameter being distributed mainly at 200-400 nm. Aligned nanofibrous demonstrated a high degree of orientation when 88% of the nanofibrous varied at 0 degrees-10 degrees. Compared to random structure, aligned nanofibrous presented high tensile strength, which was approximately 4.35 MPa and appropriate flexibility with 73% of elongation break. Aligned nanofibrous exhibited high cell viabilities with a 2.34 absorbance rate at day 14. The fibroblast cells elongated and accelerated in the orientation of the aligned nanofibrous. Results suggest that fibre aligned scaffolds are possible candidates for wound dressing application.;;;;;, Norul Ashikin Norzain/0000-0003-3612-3822;;;;;;;;;;;;1528-0837;1530-8057;;;;;;;;;;;;;;1,52808E+15;10.1177/1528083720988127;;JAN 2021;;;;;WOS:000635992600001;;;;;;
J;Zhang, XG- Wu, BG- Chen, G- Xu, YF- Shi, TT- Huang, ZH- Liu, YG- Fang, MH- Wu, XW- Min, X;;;;Zhang, Xiaoguang- Wu, Bogang- Chen, Guo- Xu, Yunfei- Shi, Tengteng- Huang, Zhaohui- Liu, Yangai- Fang, Minghao- Wu, Xiaowen- Min, Xin;;;Preparation and Characterization of Flexible Smart Glycol/Polyvinylpyrrolidone/Nano-Al2O3 Phase Change Fibers;ENERGY & FUELS;;;;;;;;;;;;The development of flexible smart phase change fibers has been limited because of the low production rate and safety concerns of electrospinning. Therefore, a novel centrifugal spinning technology, which is a safe and large-scale fabrication approach, is employed to extrude flexible smart phase change fibers using polyethylene glycol (PEG) and polyvinylpyrrolidone (PVP). Nano-Al2O3 was employed to enhance the thermal conductivity of flexible smart PEG/PVP phase change fibers. The flexible smart PEG/PVP/Nano-Al2O3 phase change fibers have a clear cylindrical fiber shape, no cross-linking, and uniform fiber axial distribution. The interactions in flexible smart PEG/PVP/Nano-Al2O3 phase change fibers involve physical loading in PEG, PVP, and Nano-Al2O3. The flexible smart PEG/PVP/Nano-Al2O3 9.0% phase change fibers have a latent heat of 50.7 J/g at the melting point of 46.7 degrees C. The flexible fibers have ideal thermal stability and thermal cycle stability, and the shape of flexible fibers remained stable during the phase-change process. The thermal conductivity of flexible smart PEG/PVP/Nano-Al2O3 9.0% phase change fibers was 3.05 times greater than that of PEG/PVP fibers. The flexible smart fibers are promising for applications in the field of thermal insulation.;;;;;Wu, Xiaowen/0000-0002-5611-0626;;;;;;;;;;;;0887-0624;1520-5029;;;;JAN 7;2021;35;1;;;;;877;882;;10.1021/acs.energyfuels.0c03370;;;;;;;WOS:000609088800074;;;;;;
J;Li, C- Huang, Y- Li, RH- Wang, Y- Xiang, X- Zhang, CH- Wang, D- Zhou, YS- Liu, X- Xu, WL;;;;Li, Chen- Huang, Yu- Li, Renhao- Wang, Yun- Xiang, Xin- Zhang, Chunhua- Wang, Dong- Zhou, Yingshan- Liu, Xin- Xu, Weilin;;;Fabrication and properties of carboxymethyl chitosan/polyethylene oxide composite nonwoven mats by centrifugal spinning;CARBOHYDRATE POLYMERS;;;;;;;;;;;;Carboxymethyl chitosan/polyethylene oxide (CMCS/PEO) mixed composition nonwoven mats with the average mat basis weight of 34.53-49.63 g/m(2) were prepared by centrifugal spinning from homogeneous aqueous solution for potential use as wound dressings. The weight fraction composition of CMCS/PEO investigated was 40/60 to 60/40. The CMCS/PEO fibers were found to have normally distributed, monomodal, average diameters ranging from 1.91 mu m (55 % CMCS) to 3.22 mu m (50 % CMCS). Addition of CMCS to PEO (40 % CMCS) resulted in appearance of a wide angle x-ray diffraction (WXRD) peak at 18.9 degrees. The CMCS and PEO fibers were demonstrated by differential scanning calorimetry and WXRD to be mixtures of the two paracrystalline polymers. The composite nonwoven mats with 60 % weight of CMCS demonstrated Log2 reduction at 24 h against Staphylococcus aureus inoculation (104 cfg/mL).;;;;;;;;;;;;;;;;;0144-8617;1879-1344;;;;JAN 1;2021;251;;;;;;;;117037;10.1016/j.carbpol.2020.117037;;;;;;;WOS:000582801500050;33142595;;;;;
J;Chavez, RO- Lodge, TP- Huitron, J- Chipara, M- Alcoutlabi, M;;;;Chavez, Roberto Orrostieta- Lodge, Timothy P.- Huitron, Juan- Chipara, Mircea- Alcoutlabi, Mataz;;;Centrifugally spun carbon fibers prepared from aqueous poly(vinylpyrrolidone) solutions as binder-free anodes in lithium-ion batteries;JOURNAL OF APPLIED POLYMER SCIENCE;;;;;;;;;;;;Aqueous solutions of poly(vinylpyrrolidone) (PVP) of various concentrations (20, 25, and 28 wt%) were successfully spun into fibers by centrifugal spinning. The pristine PVP fibers were annealed and carbonized to produce flexible carbon fibers for use as binder-free anodes in lithium-ion batteries. These flexible carbon fibers were prepared by developing a novel three-step heat treatment to reduce the residual stresses in the pristine PVP precursor fibers, and to prevent fiber degradation during carbonization. The thermogravimetric analysis data showed that the annealed fibers yielded a residual mass percentage of 36.0% while the pristine PVP fibers suffered a higher mass loss and only retained 26.5% of original mass above 450 degrees C (under nitrogen). The electrochemical performance of the carbon-fiber anodes was evaluated by conducting galvanostatic charge/discharge, rate performance, and cycle voltammetry experiments. The 20, 25, and 28 wt% derived binder-free anodes delivered specific charge capacities of 205, 189, and 275 mAh g(-1), respectively, after the first cycle at a current density of 100 mA g(-1). The results obtained in this work indicate that a feasible pathway towards a large-scale production of carbon-fiber anodes from a 100% aqueous solution can be achieved via centrifugal spinning and subsequent heat treatment.;;;;;;;;;;;;;;;;;0021-8995;1097-4628;;;;MAY 10;2021;138;18;;;;;;;e50396;10.1002/app.50396;;DEC 2020;;;;;WOS:000603653500001;;;;;;
J;Chen, BW- Wang, JX- Jiang, YL- Zhou, HJ- Liao, CJ- Zhang, XY- Kan, YM- Ni, DW;;;;Chen Bowen- Wang Jingxiao- Jiang Youlin- Zhou Haijun- Liao Chunjing- Zhang Xiangyu- Kan Yanmei- Ni Dewei;;;Stable Zirconium Carbide Fibers Fabricated by Centrifugal Spinning Technique;JOURNAL OF INORGANIC MATERIALS;;;;;;;;;;;;In this work, an efficient approach was presented to produce stable zirconium carbide (ZrC) fibers by centrifugal spinning technique. Zirconium acetate and sucrose were used as the zirconium source and carbon source respectively. And polyvinyl pyrrolidone (PVP) was used as the spinning aid. After pyrolysis and carbothermal reduction at 1600 V, the as-spun green fibers can be converted to homogeneous ZrC fibers composed of uniform nano-sized ZrC crystals. Moreover, it is revealed that the as-fabricated ZrC fibers can sustain superior microstructure stability at an ultra-high temperature up to 2000 V, benefiting from a limited amount of residual carbon. The reaction mechanisms and the resulted ZrC fibers were also investigated.;;;;;;;;;;;;;;;;;1000-324X;;;;;DEC 20;2020;35;12;;;;;1385;1390;;10.15541/jim20200031;;;;;;;WOS:000592928500012;;;;;;
J;Rodrigues, ICP- Pereira, KD- Woigt, LF- Jardini, AL- Luchessi, AD- Lopes, ESN- Webster, TJ- Gabriel, LP;;;;Rodrigues, Isabella C. P.- Pereira, Karina D.- Woigt, Luiza F.- Jardini, Andre L.- Luchessi, Augusto D.- Lopes, Eder S. N.- Webster, Thomas J.- Gabriel, Lais P.;;;A novel technique to produce tubular scaffolds based on collagen and elastin;ARTIFICIAL ORGANS;;;;;;;;;;;;Tubular polymer scaffolds based on tissue engineering techniques have been studied as potential alternatives for vascular regeneration implants. The blood vessels of the cardiovascular system are mainly fibrous, composed of collagen (Col) and elastin (El), and its inner layer consists of endothelial cells. In this work, Col and El were combined with polyurethane (PU), a biocompatible synthetic polymer, and rotary jet spinning, a new and highly productive technique, to produce fibrous scaffolds. The scaffolds produced at 18 000 rpm presented homogeneous, bead-free, and solvent-free fibers. The blend formation between PU-Col-El was identified by chemical composition analysis and enhanced the thermal stability up to 324 degrees C. The hydrophilic nature of the scaffold was revealed by its low contact angle. Cell viability of human umbilical vein endothelial cells with the scaffold was proven for 72 hours. The combined strategy of rotary jet spinning with a polymer blend containing Col and El was verified as an effective and promising alternative to obtain tubular scaffolds for tissue engineering on a large-scale production.;;;;Pellizzer Gabriel, Lais/M-3124-2015- Pereira Rodrigues, Isabella Caroline/H-2081-2018;Pellizzer Gabriel, Lais/0000-0003-4035-5626- Pereira Rodrigues, Isabella Caroline/0000-0003-3874-2387;;;;;;;;;;;;0160-564X;1525-1594;;;;MAY;2021;45;5;;;;;E113;E122;;10.1111/aor.13857;;DEC 2020;;;;;WOS:000597641000001;33169400;;;;;
J;Hongthipwaree, T- Sriamornsak, P- Seadan, M- Suttiruengwong, S;;;;Hongthipwaree, T.- Sriamornsak, P.- Seadan, M.- Suttiruengwong, S.;;;Effect of cosolvent on properties of non-woven porous neomycin-loaded poly(lactic acid)/polycaprolactone fibers;MATERIALS TODAY SUSTAINABILITY;;;;;;;;;;;;In this research, the model drug neomycin was loaded into biodegradable fibers containing poly(lactic acid) (PLA) blended with polycaprolactone (PCL) as a matrix using the rotational jet spinning technique. The mixed polymer solution of PLA and PCL in dichloromethane and a cosolvent of dichloromethane and ethanol was prepared. The effect of the spinning condition such as a rotational speed (1000-5000 rpm), a ratio between PLA and PCL (80:20, 75:25 and 70:30) and a ratio between dichloromethane and ethanol (90:10 and 80:20) as a cosolvent on porosity percentage and morphology were investigated. The results demonstrated that when the PLA concentration increased, the fibers diameter increased but the porosity percentage decreased due to the low mobility of PLA. Upon increasing the rotational speed, the fibers diameter decreased because of highly developed jet, which overcomes the intermolecular forces between polymer chains and polymer-solvent interaction. When incorporating the higher concentration of PCL into PLA matrix, the specific area tended to decrease. The results also showed the different rough surface fibers prepared from cosolvent and dichloromethane, resulting from the different evaporation rate of the solvents compared with the fibers spun using only dichloromethane as a solvent. The porous structure of the fibers changed when using a cosolvent due to the phase inversion before the solvent evaporated and the different evaporation rates between dichloromethane and ethanol. The specific area increased upon adding ethanol into the polymer solution. In vitro drug release studies concluded that the higher specific area increases the efficiency of drug release and drug loading of fibers. (C) 2020 Published by Elsevier Ltd.;;;;;;;;;;;;;;;;;2589-2347;;;;;DEC;2020;10;;;;;;;;100051;10.1016/j.mtsust.2020.100051;;;;;;;WOS:000612955400007;;;;;;
J;Rodchanasuripron, W- Seadan, M- Suttiruengwong, S;;;;Rodchanasuripron, W.- Seadan, M.- Suttiruengwong, S.;;;Properties of non-woven polylactic acid fibers prepared by the rotational jet spinning method;MATERIALS TODAY SUSTAINABILITY;;;;;;;;;;;;The preparation of non-woven polylactic acid (PLA) fibers was carried out by the rotational jet spinning method. The polymers were melted in a heat chamber and centrifuged with a high speed to obtain the fibers with the high productivity. The viscosity of polymers was an important factor for the quality and quantity of the non-woven fiber. In this work, a commercial grade and synthesized PLA were used to prepare the non-woven fiber. The non-woven PLA fibers were produced at different temperatures of 190-230 degrees C with rotational speed between 650 and 2800 rpm. The morphology of non-woven PLA was investigated by scanning electron microscopy. The effect of temperature was investigated by thermogravimetric analysis (TGA). The non-woven PLA had a smooth surface along the fibers. The result showed that as the temperature or rotational speed increased, the fiber diameter was decreased. The fiber diameters of PLA 3052D, L130, and synthesized PLA (at 650 rpm) decreased to 40%, 40%, and 24%, respectively, when increasing the temperature. The high temperature in the process led to generate the beads. The fiber diameter of PLA 3052D, L130, and synthesized PLA (at 190 degrees C) decreased to 66%, 23%, and 56%, respectively, with the higher rotational speed. T(onset )of TGA showed that the thermal degradation of PLA fibers was reduced compared with PLA resin, but it was still considered to be insignificant after spinning. The wettability of the samples was determined by the mean of the water evaporation. The results showed that the weight of the water in the sample decreased rapidly compared with control cotton, indicating more hydrophobic nature of the fibers obtained at the high rotational speed and temperature. (C) 2020 Published by Elsevier Ltd.;;;;;;;;;;;;;;;;;2589-2347;;;;;DEC;2020;10;;;;;;;;100046;10.1016/j.mtsust.2020.100046;;;;;;;WOS:000612955400002;;;;;;
J;Loordhuswamy, A- Thinakaran, S- Rangaswamy, GDV;;;;Loordhuswamy, AmalorpavaMary- Thinakaran, Senthilram- Rangaswamy, Giri Dev Venkateshwapuram;;;Centrifugal spun osteoconductive ultrafine fibrous mat as a scaffold for bone regeneration;JOURNAL OF DRUG DELIVERY SCIENCE AND TECHNOLOGY;;;;;;;;;;;;Centrifugal spinning (C-Spin) have engrossed the interest of researchers in global community in recent past. In C-spin technology, polymeric ultrafine fibers were produced by applying centrifugal force to the polymeric solution kept in reservoir provided with a narrow orifice. Once the applied centrifugal force overcomes surface tension of the polymeric solution, fibers were ejected from the orifice and collected in bottom collector. Owing to its salient features such as high production rate, highly safe to the users and controlled fiber alignment, it can overcome the limitations of currently existing techniques. In the present study, hydroxy apatite (HA) and clove extract incorporated Poly lactic acid (PLA) ultrafine fibers were produced by in-house built centrifugal spinning. The developed fibers were aligned and the average fiber diameter ranged from 900 to 1200 nm. EDX analysis confirmed the successful incorporation of HA. Incorporation of clove extract was further confirmed by FITR results. Blood compatibility assay results revealed that all mats were highly haemocompatible and showed % haemolysis below 1. PLA/1.5% HA/Clove extract incorporated scaffolds showed better cell proliferation and osteogenic differential potential was confirmed by alizarin red staining and alkaline phosphatase activity.;;;;;;;;;;;;;;;;;1773-2247;2588-8943;;;;DEC;2020;60;;;;;;;;101978;10.1016/j.jddst.2020.101978;;;;;;;WOS:000601051200003;;;;;;
J;Li, XL- Lu, YS- Hou, T- Zhou, J- Wang, AT- Zhang, XG- Yang, B;;;;Li, Xianglong- Lu, Yishen- Hou, Teng- Zhou, Jing- Wang, Antuo- Zhang, Xianggui- Yang, Bin;;;Jet evolution and fiber formation mechanism of amylopectin rich starches in centrifugal spinning system;JOURNAL OF APPLIED POLYMER SCIENCE;;;;;;;;;;;;This article reports the jet evolution process and fiber formation mechanism of the amylopectin rich starch solution in centrifugal spinning system, and the linear polyvinylpyrrolidone (PVP) is applied to compare with starch solution. The results indicate that jet evolution processes of starch solution include steady state and Rayleigh-Taylor instability over the whole concentration range for the spinnability investigation, which are due to the hyperbranched molecular of amylopectin. As a compression, the linear molecular chain PVP solution expresses a steady state jet under the spinning concentration. The spinnability results show that the obtained starch fibers are always containing the beads due to the Rayleigh-Taylor instability of jet, but can be effectively controlled by solution concentration and amylose/amylopectin. Instead, the PVP fibers show a rapid decreasing of beads till to almost disappear with the increasing of solution concentration, which due to the improvement of chain entanglement increase the steady state portion of jet with the increasing of concentration. The thermal properties of obtained fiber show that fibers obtained from amylose with more thermal stability.;;;;;;;;;;;;;;;;;0021-8995;1097-4628;;;;MAY 5;2021;138;17;;;;;;;e50275;10.1002/app.50275;;NOV 2020;;;;;WOS:000589628400001;;;;;;
J;Muniz, NO- Vechietti, FA- Anesi, GR- Guinea, GV- dos Santos, LAL;;;;Muniz, Nathalia O.- Vechietti, Fernanda A.- Anesi, Guilherme R.- Guinea, Gustavo V.- dos Santos, Luis Alberto L.;;;Blend-based fibers produced via centrifugal spinning and electrospinning processes: Physical and rheological properties;JOURNAL OF MATERIALS RESEARCH;;;;;;;;;;;;Cellprene (TM) is a recently developed polymeric blend based on poly(lactide-co-glycolide) (PLGA)/polyisoprene (PI) with good biological performance for biomedical applications. However, its potential as fiber scaffold in tissue engineering is still unknown, and the influence of processing parameters is yet to be understood. In this study, several compositions based on PLGA/PI blend mixed with hydroxyapatite (HAp) and polyethylene glycol (PEG) were prepared by solvent casting. Then, the membranes were used to produce micro/nanofibers by centrifugal spinning (CS) and electrospinning (ES). The viscosity's effect was studied to find an ideal viscosity value to produce homogeneous micro/nanofibers. The in vitro bioactivity test was also performed. Rheological results showed that the best viscosity range was (0.105 Pa s > eta > 0.138 Pa s) for CS- larger fibers of ES were produced with lower viscosities. The sample with the lowest HAp concentration exhibited thinner and more homogeneous non-beaded fibers and proved its bioactivity response.;;;;Muniz, Nathalia O/L-9888-2015;Muniz, Nathalia O/0000-0003-2751-4792;;;;;;;;;;;;0884-2914;2044-5326;;;;NOV 16;2020;35;21;;;;;2905;2916;;10.1557/jmr.2020.189;;;;;;;WOS:000589076600007;;;;;;
J;Muller, F- Jokisch, S- Bargel, H- Scheibel, T;;;;Mueller, Fabian- Jokisch, Stephan- Bargel, Hendrik- Scheibel, Thomas;;;Centrifugal Electrospinning Enables the Production of Meshes of Ultrathin Polymer Fibers;ACS APPLIED POLYMER MATERIALS;;;;;;;;;;;;Nanomaterials show extraordinary properties and, among them, polymeric nanofibers are of high interest for several applications. Here, the applicability of a high throughput production system is investigated by combining solution-based electrospinning with centrifugal spinning. Ultrathin nanofibers were generated with diameters in the tens of nanometer regime using polyethylene glycol and polylactic acid, and the productivity of the highly interconnected nanofiber nonwoven meshes was orders of magnitude faster compared to that of materials made with traditional electrospinning methods. Such a manufactured layer of nanofibers shows great potential for filter applications, for example.;;;;Scheibel, Thomas/I-1170-2014;Scheibel, Thomas/0000-0002-0457-2423;;;;;;;;;;;;2637-6105;;;;;NOV 13;2020;2;11;;;;;4360;4367;;10.1021/acsapm.0c00853;;;;;;;WOS:000592755800003;;;;;;
J;Ibtehaj, K- Jumali, MHH- Al-Bati, S;;;;Ibtehaj, Khatatbeh- Jumali, Mohammad Hafizuddin Hj- Al-Bati, Sameer;;;A novel facile preparation method of self-polarized Poly(vinylidene fluorides) nanofiber for high-performance piezoelectric nanogenerator;POLYMER;;;;;;;;;;;;A new facile preparation technique for self-polarization and alignment without external poling on poly(vinylidene fluorides) (PVDF) nanofiber was demonstrated. The nanofibers were prepared using a fast-centrifugal spinning technique. Formation of high-yield long, smoothed and beads-free fibers with enhanced piezoelectric beta-phase was found to be a function of the ratio between solvents (N,N-Dimethylformamide (DMF) and acetone) and rotational speeds. Highest beta-phase content and piezoelectric charge coefficient, d(33) (95% and 152 pC.N-1 respectively) were achieved when DMF:acetone volume ratio and rotational speed were 3:7 and 8000 rpm, respectively. Under 17.8 kPa vertical stress, pure PVDF fibers-based flexible piezoelectric nanogenerator (PNG) displayed the highest output performances to date with open-circuit voltage, short-circuit current and power density of 22 V, 2.2 mu A and 12.6 kON cm(-2) respectively. Unique self-polarization characteristics of the fiber achieved via centrifugal spinning technique is the plausible explanation for the current highly durable and outstanding performance of the PNG.;;;;Khatatbeh, Ibtehaj/AAM-5157-2021- AL-BATI, SAMEER/AAZ-1579-2020;Albati, Sameer/0000-0001-5556-2607;;;;;;;;;;;;0032-3861;1873-2291;;;;NOV 3;2020;208;;;;;;;;122956;10.1016/j.polymer.2020.122956;;;;;;;WOS:000579906400018;;;;;;
J;Padilla-Gainza, VM- Rodriguez-Tobias, H- Morales, G- Saucedo-Salazar, E- Lozano, K- Montano-Machado, V- Mantovani, D;;;;Padilla-Gainza, Victoria M.- Rodriguez-Tobias, Heriberto- Morales, Graciela- Saucedo-Salazar, Esmeralda- Lozano, Karen- Montano-Machado, Vanessa- Mantovani, Diego;;;Centrifugally spun mats based on biopolyesters/hydroxyapatite and their potential as bone scaffolds;JOURNAL OF APPLIED POLYMER SCIENCE;;;;;;;;;;;;This work studied the potential of centrifugal spinning for the production of fibrous materials based on poly(D,L-lactic acid) (PDLLA) and poly(3-hydroxybutyrate) (PHB) with hydroxyapatite nanoparticles (n-Hap). The influence of n-Hap concentration (5, 10, and 15 wt.%) and spinneret angular speed on the final fiber morphology were analyzed. Further experimental evaluations were implemented to determine the effect of n-Hap on the thermal and mechanical performance. The optimum parameters that show a balance among high yield production of homogeneous fibers with the smallest fiber average diameter were found to be at 5 wt.% of n-Hap processed at 7000 rpm for PDLLA, and 5, 10, and 15 wt.% of n-Hap at 6000 rpm for PHB. The thermal stability, for both systems, was not significantly affected. The mechanical performance of PHB systems was improved with the addition of n-Hap. Osteoblast cell viability tests depicted a favorable cell response on the PDLLA systems.;;;;Mantovani, Diego/J-2457-2012;Mantovani, Diego/0000-0001-9672-895X;;;;;;;;;;;;0021-8995;1097-4628;;;;APR 10;2021;138;14;;;;;;;app50139;10.1002/app.50139;;NOV 2020;;;;;WOS:000583190200001;;;;;;
